Tier,Source,Name,Location,Phone,GSTIN,Rating,Sample Product / Brands,Why this tier,URL
VENUE_CLUB,GMaps_R2,Laxmi Toys Mini Wholesale,Surat,+91 98201 66514,,5★/2,Game store,RC venue or racing club,"Trikamnagar society, Shop No-4, B-19 Ishwarkrupa, Lambe Hanuman Rd, Trikamnagar-1, Surat, Gujarat 395010, India"
VENUE_CLUB,GMaps_R3,RC TUNES WORKSHOP,Kolkata,+91 90517 99594,,5★/12,Racing car parts store,RC venue or racing club,"POLICE STATION, 1148, near ANANDAPUR, Madurdaha, Hussainpur, Kolkata, West Bengal 700107, India"
CREATOR,YouTube,AirToGround RCFPV,,,,,"43600 subs, 158 videos",YouTube channel,youtube.com/@airtogroundrcfpv
CREATOR,YouTube,Tech Boss,IN,,,,"5170000 subs, 2175 videos",YouTube channel,youtube.com/@techbossindia
CREATOR,YouTube,Hobby Central,IN,,,,"39500 subs, 408 videos",YouTube channel,youtube.com/@hobbycentralindia
CREATOR,YouTube,BestBuyBoxes,,,,,"1750 subs, 225 videos",YouTube channel,youtube.com/@bestbuyboxes
CREATOR,YouTube,RC Play Ground,KR,,,,"382000 subs, 2349 videos",YouTube channel,youtube.com/@rcplayground
CREATOR,YouTube,Dilbar Ke Toys,IN,,,,"141000 subs, 1948 videos",YouTube channel,youtube.com/@dilbar_ke_toys
CREATOR,YouTube,Do U RC 2,GB,,,,"35100 subs, 458 videos",YouTube channel,youtube.com/@dourc2
CREATOR,YouTube,Unbox & Roll,IN,,,,"71400 subs, 495 videos",YouTube channel,youtube.com/@unbox_and_roll
CREATOR,YouTube,MR. INDIAN HACKER,IN,,,,"51400000 subs, 1348 videos",YouTube channel,youtube.com/@mrindianhacker
CREATOR,YouTube,The Branded Artist,IN,,,,"22700 subs, 385 videos",YouTube channel,youtube.com/@21brandedboy
CREATOR,YouTube,DEV Ke Experiment,,,,,"21100000 subs, 1165 videos",YouTube channel,youtube.com/@devkeexperiment
CREATOR,YouTube,Desi RC Garage,,,,,"70900 subs, 235 videos",YouTube channel,youtube.com/@desircgarage
CREATOR,YouTube,rcxrides,IN,,,,"371000 subs, 173 videos",YouTube channel,youtube.com/@rcxrides
CREATOR,YouTube,DION's Diecast,,,,,"1900 subs, 14 videos",YouTube channel,youtube.com/@diondiecast
CREATOR,YouTube,Rajib Toy,IN,,,,"153000 subs, 886 videos",YouTube channel,youtube.com/@rajibtoy
CREATOR,YouTube,Vishal Creator ,IN,,,,"37900 subs, 525 videos",YouTube channel,youtube.com/@vishalcreator19
CREATOR,YouTube,Karthikeyan Stores,IN,,,,"14800 subs, 410 videos",YouTube channel,youtube.com/@karthikeyanstores1349
CREATOR,YouTube,Redkash Shorts,IN,,,,"315000 subs, 768 videos",YouTube channel,youtube.com/@redkashshorts
CREATOR,YouTube,Smart Toy’s Capture,IN,,,,"3320000 subs, 1408 videos",YouTube channel,youtube.com/@smarttoyscapture
CREATOR,YouTube,Rc Warrior,IN,,,,"1280000 subs, 126 videos",YouTube channel,youtube.com/@rcwarrior0327
CREATOR,YouTube,Tygatec Racing – Hobby Grade RC Cars India,IN,,,,"5160 subs, 129 videos",YouTube channel,youtube.com/@tygatec
CREATOR,YouTube,Game 3D King,IN,,,,"11900 subs, 664 videos",YouTube channel,youtube.com/@game3dking
CREATOR,YouTube,RCgasm,ID,,,,"16000 subs, 1251 videos",YouTube channel,youtube.com/@rcgasm
CREATOR,YouTube,Unboxer Pintu Yadav,IN,,,,"37200 subs, 291 videos",YouTube channel,youtube.com/@unboxerpintu
CREATOR,YouTube,RC Turbo Garage,US,,,,"5530 subs, 243 videos",YouTube channel,youtube.com/@rc_turbo_garage
CREATOR,YouTube,haike Toys,VN,,,,"120000 subs, 677 videos",YouTube channel,youtube.com/@haiketoys
CREATOR,YouTube,AndreoBee,IN,,,,"6330000 subs, 697 videos",YouTube channel,youtube.com/@andreobee
CREATOR,YouTube,i techsearch,IN,,,,"149000 subs, 590 videos",YouTube channel,youtube.com/@itechsearch
CREATOR,YouTube,Happy Here Films,IN,,,,"779000 subs, 188 videos",YouTube channel,youtube.com/@happyherefilms
CREATOR,YouTube,8BitToast,IN,,,,"7700 subs, 187 videos",YouTube channel,youtube.com/@its8bittoast
CREATOR,YouTube,DADDY DRONES,IN,,,,"569000 subs, 1305 videos",YouTube channel,youtube.com/@daddydrones
CREATOR,YouTube,Mr Original,,,,,"81100 subs, 417 videos",YouTube channel,youtube.com/@mr_origiinal
CREATOR,YouTube,Freddy Collector ,US,,,,"2530000 subs, 786 videos",YouTube channel,youtube.com/@freddytoys
CREATOR,YouTube,Beebom,IN,,,,"3530000 subs, 2029 videos",YouTube channel,youtube.com/@beebomco
CREATOR,YouTube,TechSpac3,NZ,,,,"8230 subs, 661 videos",YouTube channel,youtube.com/@techspac3
CREATOR,YouTube,WAN KREATIF,ID,,,,"17900 subs, 491 videos",YouTube channel,youtube.com/@wankreatif
CREATOR,YouTube,Gajuraa,IN,,,,"4550000 subs, 1016 videos",YouTube channel,youtube.com/@gajuraa01
CREATOR,YouTube,RCDriftTok,GB,,,,"6970000 subs, 1160 videos",YouTube channel,youtube.com/@rcdrifttok
CREATOR,YouTube,MRC HOBBIES,IN,,,,"1230 subs, 186 videos",YouTube channel,youtube.com/@mrchobbies
CREATOR,YouTube,AuthenTech - Ben Schmanke,US,,,,"2700000 subs, 1231 videos",YouTube channel,youtube.com/@authentech
CREATOR,YouTube,Shamshad Maker,IN,,,,"4900000 subs, 478 videos",YouTube channel,youtube.com/@shamshadmaker
CREATOR,YouTube,Tech Satire,IN,,,,"1570000 subs, 2059 videos",YouTube channel,youtube.com/@techsatire
CREATOR,YouTube,chatpat toy tv,IN,,,,"10100000 subs, 2029 videos",YouTube channel,youtube.com/@chatpattoytv
CREATOR,YouTube,JMV TOYS,IN,,,,"958000 subs, 2120 videos",YouTube channel,youtube.com/@jmvtoys
CREATOR,YouTube,Horizon The Hobby Store,,,,,"9380 subs, 83 videos",YouTube channel,youtube.com/@horizonthehobbystore
CREATOR,YouTube,MrRohitt2.0,IN,,,,"1990000 subs, 303 videos",YouTube channel,youtube.com/@mrrohitt2.0
CREATOR,YouTube,Peephole View Toys,IN,,,,"845000 subs, 330 videos",YouTube channel,youtube.com/@peepholeview
CREATOR,YouTube,RC Drifterss,,,,,"9510 subs, 249 videos",YouTube channel,youtube.com/@rcdrifterss
CREATOR,YouTube,HACKER JP,IN,,,,"3000000 subs, 339 videos",YouTube channel,youtube.com/@hackerjp
CREATOR,YouTube,Crazy Tech Raunak,IN,,,,"287000 subs, 604 videos",YouTube channel,youtube.com/@crazytechraunak
CREATOR,YouTube,Ayaan RC Toys ,IN,,,,"107000 subs, 329 videos",YouTube channel,youtube.com/@ayaanrctoys
CREATOR,YouTube,Sanu Tech,IN,,,,"824000 subs, 895 videos",YouTube channel,youtube.com/@sanutech
CREATOR,YouTube,CHUNGG ANHH,VN,,,,"213000 subs, 381 videos",YouTube channel,youtube.com/@chungganhh99
CREATOR,LinkedIn,Mrinmoy Sinha,,,,,Building Mirana Toys,LinkedIn decision-maker (HIGH),https://www.linkedin.com/in/mrinmoysinha-ai-hustler
CREATOR,LinkedIn,Vedanti Kohli,,,,,Helping professionals grow on LinkedIn | Building Startup Veda | Sharing Startup Stories | Don’t hes,LinkedIn decision-maker (HIGH),https://www.linkedin.com/in/vedanti-kohli-03225b199
CREATOR,LinkedIn,iSrch Startup News,,,,,"iSrch.com | India’s Startup News Platform | News, Insights & Trends",LinkedIn decision-maker (HIGH),https://www.linkedin.com/in/isrch-startup-news-891620394
CREATOR,LinkedIn,Kunal Patil,,,,,Building India’s #1 RC Ecosystem | Founder | Motorsport | Hobby grade tech | Enthusiast,LinkedIn decision-maker (HIGH),https://www.linkedin.com/in/kunal-rc
CREATOR,LinkedIn,Kingsley Michael Uhiara,,,,,Founder & CEO at The Kings Ark™ | Building the B2B Megacity in the Clouds 🌏 | AI-Driven Trade Matchi,LinkedIn decision-maker (HIGH),https://www.linkedin.com/in/kingsleymu
CREATOR,LinkedIn,Karsten Winter,,,,,Facility-Manager / Hausmeister / Modellbau,LinkedIn decision-maker (HIGH),https://www.linkedin.com/in/karsten-winter-wintermini
CREATOR,LinkedIn,Gyan Vardhan,,,,,Business Journalist at Entrackr,LinkedIn decision-maker (MEDIUM),https://www.linkedin.com/in/gyan-vardhan-071272a2
CREATOR,LinkedIn_R3,Rahul sharma,,,,,From Sketch to Shelf: Turning Ideas into mass produced consumer products,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/rahul1804sharma
CREATOR,LinkedIn_R3,Rajesh Yadav,,,,,Leading Sales @ Mirana Toys (India) - Electronic Toys OEM/ODM Factory,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/rajesh-yadav-71185b6b
CREATOR,LinkedIn_R3,Mrinmoy Sinha,,,,,Building Mirana Toys,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/mrinmoysinha-ai-hustler
CREATOR,LinkedIn_R3,Hemanshi Gaur,,,,,Marketing executive @Skillmatics,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/hemanshi-gaur-a303b9225
CREATOR,LinkedIn_R3,Harshada Kamat,,,,,Graphic Designer • Illustrator,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/harshada-kamat-663a3a215
CREATOR,LinkedIn_R3,Goutham R Kadam,,,,,"Manager - Business Development, Sales and Operations. Ex- Teltonika, Ex-L&T realty.",LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/goutham-r-kadam-623287216
CREATOR,LinkedIn_R3,Parveez Khan,,,,,Sales Team Lead,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/parveez-khan-3b8215146
CREATOR,LinkedIn_R3,Syed Parvezali,,,,,HR intern at PlayShifu | MBA | EX- HR Intern – Matxin Labs Pvt Ltd |,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/syed-parvezali-6b2174266
CREATOR,LinkedIn_R3,Tanya Upneja,,,,,Toy Design Lead | 80+ SKUs Launched | TOTY Poland Winner | Global TOTY Nominee | Tech & Educational ,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/tanya-upneja-bb4776166
CREATOR,LinkedIn_R3,Ann Jose Neerackal,,,,,"Senior Manager, Human Resources at PlayShifu I All Things People & Culture I 8k+connections I Hiring",LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/ajohr
CREATOR,LinkedIn_R3,Abhimanyu Singh,,,,,Associate Director - Global Partnerships & Business Development,LinkedIn employee of Mirana/PlayShifu/Skillmatics/Tygatec,https://www.linkedin.com/in/abhimanyu-singh-54ba7225
